teamId,location,name,abbreviation,displayName,shortDisplayName,color,alternateColor,logoURL,venueId,slug
21637,FC Fleury 91,FC Fleury 91,F91,FC Fleury 91,Fleury,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21637.png,2260,fc_fleury_91_women
21638,Montpellier,Montpellier,MON,Montpellier,Montpellier,011F68,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/21638.png,9238,montpellier_women
21639,Dijon,Dijon,DIJ,Dijon,Dijon,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21639.png,3376,dijon_women
21640,Paris FC,Paris FC,PFC,Paris FC,Paris FC,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21640.png,6304,paris_fc_women
21643,Stade de Reims,Stade de Reims,REIM,Stade de Reims,Stade de Reims,ef2f24,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/21643.png,10209,stade_de_reims_women
21666,Western United,Western United,WSU,Western United,Western United,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21666.png,9929,western_united_women
21685,Roma,Roma,ROMA,Roma,Roma,990a2c,eae9e7,https://a.espncdn.com/i/teamlogos/soccer/500/21685.png,0,
21812,St. Louis CITY SC,St. Louis CITY SC,STL,St. Louis CITY SC,St. Louis,ec1458,001544,https://a.espncdn.com/i/teamlogos/soccer/500/21812.png,9418,st._louis_city_sc
21819,Deportivo Garcilaso,Deportivo Garcilaso,GAR,Deportivo Garcilaso,Garcilaso,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21819.png,5409,deportivo_garcilaso
21821,One Knoxville,One Knoxville,KNOX,One Knoxville,Knoxville,071D49,E56A54,https://a.espncdn.com/i/teamlogos/soccer/500/21821.png,10225,one_knoxville
21827,Al Fayha,Al Fayha,FAY,Al Fayha,Al Fayha,fa8228,0000FF,https://a.espncdn.com/i/teamlogos/soccer/500/21827.png,5344,al_fayha
21828,Damac,Damac,DAM,Damac,Damac,C60000,FFBF00,https://a.espncdn.com/i/teamlogos/soccer/500/21828.png,5344,damac
21829,Al Khaleej,Al Khaleej,KHA,Al Khaleej,Al Khaleej,196F3D,FFEE58,https://a.espncdn.com/i/teamlogos/soccer/500/21829.png,5344,al_khaleej
21830,Al Adalah,Al Adalah,ADA,Al Adalah,Al Adalah,1A237E,922B21,,7054,al_adalah
21831,Al Tai,Al Tai,TAI,Al Tai,Al Tai,D3D3D3,000000,https://a.espncdn.com/i/teamlogos/soccer/500/21831.png,9480,al_tai
21832,Al Batin,Al Batin,BAT,Al Batin,Al Batin,4FC3F7,EEEEEE,,9479,al_batin
21833,Abha,Abha,ABH,Abha,Abha,AED6F1,0D47A1,https://a.espncdn.com/i/teamlogos/soccer/500/21833.png,9478,abha
21834,Al Raed,Al Raed,RAE,Al Raed,Al Raed,C60000,F2F4F4,https://a.espncdn.com/i/teamlogos/soccer/500/21834.png,5344,al_raed
21835,Al Wehda,Al Wehda,WEH,Al Wehda,Al Wehda,C60000,FFC107,https://a.espncdn.com/i/teamlogos/soccer/500/21835.png,5344,al_wehda
21846,Grazer AK,Grazer AK,GRA,Grazer AK,Grazer,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21846.png,6264,grazer_ak
21850,Deportivo Rayo Zuliano,Deportivo Rayo Zuliano,RZU,Deportivo Rayo Zuliano,Rayo Zuliano,0000ff,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/21850.png,1662,deportivo_rayo_zuliano
21853,Club de Lyon,Club de Lyon,CDL,Club de Lyon,CD Lyon,000000,C60000,,0,club_de_lyon
21869,Savannah Clovers,Savannah Clovers,SAV,Savannah Clovers,Savannah,000000,C60000,,0,savannah_clovers
21888,Amazonas,Amazonas,AMAZ,Amazonas,Amazonas,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21888.png,7574,amazonas
21909,Nantong Zhiyun,Nantong Zhiyun,NAN,Nantong Zhiyun,Nantong Zhiyun,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21909.png,9546,nantong_zhiyun
21910,Qingdao Hainiu,Qingdao Hainiu,QIN,Qingdao Hainiu,Qingdao Hainiu,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21910.png,9545,qindao_manatee
21925,Gloria Buzau,Gloria Buzau,GLB,Gloria Buzau,Gloria Buzau,000000,C60000,,8646,gloria_buzau
21931,Morocco U23,Morocco U23,MAR,Morocco U23,Morocco U23,009060,df2027,https://a.espncdn.com/i/teamlogos/countries/500/mar.png,0,mar.u23
21950,FC Blau-Weiß Linz,FC Blau-Weiß Linz,BWL,FC Blau-Weiß Linz,BW Linz,163277,05070C,https://a.espncdn.com/i/teamlogos/soccer/500/21950.png,9598,fc_blau-weiss_linz
21963,Saint-Étienne,Saint-Étienne,ASSE,Saint-Étienne,St. Etienne,51cc5f,ffffff,,2324,saint-etienne_women
21964,Al Hazem,Al Hazem,HAZ,Al Hazem,Al Hazem,ffd700,cccccc,https://a.espncdn.com/i/teamlogos/soccer/500/21964.png,9630,al-hazm
21965,Al Riyadh,Al Riyadh,RIY,Al Riyadh,Al Riyadh,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/21965.png,5344,al-riyadh
21966,Al Okhdood,Al Okhdood,OKH,Al Okhdood,Al Okhdood,87CEEB,000000,https://a.espncdn.com/i/teamlogos/soccer/500/21966.png,5344,al-akhdoud
21991,Central Coast Mariners,Central Coast Mariners,CEN,Central Coast Mariners,Central Coast,000000,C60000,,10081,central_coast_mariners_women
22021,Jeddah,Jeddah,JED,Jeddah,Jeddah,000000,FFFFFF,,0,jeddah
22022,Al Qadsiah,Al Qadsiah,QAD,Al Qadsiah,Al Qadsiah,ffd700,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/22022.png,5344,al_qadsiah
22023,Al Najma,Al Najma,NAJ,Al Najma,Al Najma,000000,C60000,,0,al_najma
22024,Al Jabalain,Al Jabalain,JAB,Al Jabalain,Al Jabalain,000000,C60000,,0,al_jabalain
22027,Al Ain,Al Ain,AIN,Al Ain,Al Ain,000000,C60000,,0,al_ain
22028,Al Kholood,Al Kholood,KHO,Al Kholood,Al Kholood,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/22028.png,5344,al_kholood
22029,Al Orobah,Al Orobah,ORO,Al Orobah,Al Orobah,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/22029.png,5344,al_orobah
22064,AVS,AVS,AVS,AVS,AVS,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/22064.png,7329,avs
22083,Barbastro,Barbastro,BAR,Barbastro,Barbastro,000000,C60000,,0,barbastro
22130,Spokane Velocity FC,Spokane Velocity FC,SPV,Spokane Velocity FC,Spokane,0093b2,f4f4f4,https://a.espncdn.com/i/teamlogos/soccer/500/22130.png,9837,spokane_velocity_fc
22161,Cavalry FC,Cavalry FC,CAV,Cavalry FC,Cavalry,000000,C60000,,0,cavalry_fc
22162,Moca FC,Moca FC,MOCA,Moca FC,Moca,000000,C60000,,0,moca_fc
22164,Rhode Island FC,Rhode Island FC,RHI,Rhode Island FC,Rhode Island,041E42,FFA400,https://a.espncdn.com/i/teamlogos/soccer/500/22164.png,10224,rhode_island_fc
22168,Los Chankas,Los Chankas,CHAN,Los Chankas,Los Chankas,000000,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/22168.png,9883,los_chankas
22187,Bay FC,Bay FC,BAY,Bay FC,Bay FC,0d2032,dfdede,https://a.espncdn.com/i/teamlogos/soccer/500/22187.png,6072,bay_fc
22198,Qingdao West Coast,Qingdao West Coast,QWC,Qingdao West Coast,Qingdao WC,000000,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/22198.png,9903,qingdao_west_coast
22199,Shenzhen Xinpengcheng,Shenzhen Xinpengcheng,SHX,Shenzhen Xinpengcheng,Shenzhen,000000,fafafc,https://a.espncdn.com/i/teamlogos/soccer/500/22199.png,8195,shenzhen_xinpengcheng
22210,Puerto Rico,Puerto Rico,PUR,Puerto Rico,Puerto Rico,0537e4,C60000,https://a.espncdn.com/i/teamlogos/countries/500/pur.png,0,pur
22212,Vermont Green,Vermont Green,VTG,Vermont Green,Vermont,000000,C60000,,0,vermont_green
22215,Foro SC,Foro SC,FORO,Foro SC,Foro,000000,C60000,,0,foro_sc
22217,Chicago Fire FC II,Chicago Fire FC II,CHI,Chicago Fire FC II,Chicago II,000000,C60000,,0,chicago_fire_fc_ii
22220,Apotheos FC,Apotheos FC,APO,Apotheos FC,Apotheos,000000,C60000,,0,apotheos_fc
22223,Minnesota United FC 2,Minnesota United FC 2,MUFC,Minnesota United FC 2,MUFC 2,000000,C60000,,0,minnesota_united_fc_2
22226,Carolina Core FC,Carolina Core FC,CCFC,Carolina Core FC,Carolina,000000,C60000,,0,carolina_core_fc
22227,Lubbock Matadors,Lubbock Matadors,LUB,Lubbock Matadors,Lubbock,000000,C60000,,0,lubbock_matadors
22229,Colorado Rapids 2,Colorado Rapids 2,COL,Colorado Rapids 2,Rapids 2,000000,C60000,,0,colorado_rapids_2
22230,Irvine Zeta FC,Irvine Zeta FC,IRV,Irvine Zeta FC,Irvine Zeta,000000,C60000,,0,irvine_zeta_fc
22235,South Carolina United Heat,South Carolina United Heat,SCUH,South Carolina United Heat,SCU Heat,000000,C60000,,0,south_carolina_united_heat
22237,New York City FC II,New York City FC II,NYC2,New York City FC II,NYCFC II,000000,C60000,,0,new_york_city_fc_ii
22239,Mali U23,Mali U23,MAL,Mali U23,Mali U23,000000,C60000,https://a.espncdn.com/i/teamlogos/countries/500/mli.png,0,mli
22240,Ukraine U23,Ukraine U23,UKR,Ukraine U23,Ukraine U23,ffd500,005bbb,https://a.espncdn.com/i/teamlogos/countries/500/ukr.png,0,ukr
22241,Israel U23,Israel U23,ISR,Israel U23,Israel U23,2f4fa2,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/isr.png,0,isr
22256,Northern Ireland U19,Northern Ireland U19,NIR,Northern Ireland U19,N Ireland U19,cc0000,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/nir.png,0,nir.u19
22257,Denmark U19,Denmark U19,DEN,Denmark U19,Denmark U19,d02a3e,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/den.png,0,den.u19
22266,Uzbekistan U23,Uzbekistan U23,UZB,Uzbekistan U23,Uzbekistan U23,000000,C60000,https://a.espncdn.com/i/teamlogos/countries/500/uzb.png,0,uzb.u23
22267,Guinea U23,Guinea U23,GUI,Guinea U23,Guinea U23,000000,C60000,https://a.espncdn.com/i/teamlogos/countries/500/gui.png,0,gui.u23
22271,Akron Tolyatti,Akron Tolyatti,AKT,Akron Tolyatti,Akron Tolyatti,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/22271.png,7531,fc_akron_tolyatti
22272,1. FC Phönix Lübeck,1. FC Phönix Lübeck,LUB,1. FC Phönix Lübeck,Phönix Lübeck,000000,C60000,,0,1._fc_phonix_lubeck
22273,VfV Hildesheim,VfV Hildesheim,HILD,VfV Hildesheim,Hildesheim,000000,C60000,,0,vfv_hildesheim
22278,Al Safa,Al Safa,SAF,Al Safa,Al Safa,000000,C60000,,0,al_safa
22279,Al Bukayriyah,Al Bukayriyah,BUK,Al Bukayriyah,Bukayriyah,000000,C60000,,0,al_bukayriyah
22280,Al Jandal,Al Jandal,JND,Al Jandal,Al Jandal,000000,C60000,,0,al_jndal
22281,Pafos,Pafos,PAF,Pafos,Pafos,82c0fe,003399,https://a.espncdn.com/i/teamlogos/soccer/500/22281.png,0,pafos
22300,Dynamo Makhachkala,Dynamo Makhachkala,DMA,Dynamo Makhachkala,D Makhachkala,000000,C60000,https://a.espncdn.com/i/teamlogos/soccer/500/22300.png,6344,fk_dynamo_makhachkala
22302,South Korea U17,South Korea U17,KOR,South Korea U17,South Korea,ce2028,1e4384,https://a.espncdn.com/i/teamlogos/countries/500/kor.png,0,kor.u17_w
22303,North Korea U17,North Korea U17,PRK,North Korea U17,North Korea,ea2300,0081d6,https://a.espncdn.com/i/teamlogos/countries/500/korn.png,0,korn.u17_w
22304,Dominican Republic U17,Dominican Republic U17,DOM,Dominican Republic U17,Dom Republic,002d62,ce1127,https://a.espncdn.com/i/teamlogos/countries/500/dom.png,0,dom.u17_w
22305,Ecuador U17,Ecuador U17,ECU,Ecuador U17,Ecuador,ffdd00,034ea2,https://a.espncdn.com/i/teamlogos/countries/500/ecu.png,0,ecu.u17_w
22306,Zambia U17,Zambia U17,ZAM,Zambia U17,Zambia,00843d,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/zam.png,0,zam.u17_w
22307,Kenya U17,Kenya U17,KEN,Kenya U17,Kenya,bb0000,006600,https://a.espncdn.com/i/teamlogos/countries/500/ken.png,0,ken.u17_w
22308,England U17,England U17,ENG,England U17,England,ce1124,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/eng.png,0,eng.u17_w
22309,Poland U17,Poland U17,POL,Poland U17,Poland,dc143c,ffffff,https://a.espncdn.com/i/teamlogos/countries/500/pol.png,0,pol.u17_w
22314,Unirea Slobozia,Unirea Slobozia,UNI,Unirea Slobozia,Unirea Slobozia,000000,C60000,,8151,unirea_slobozia
22321,Bodrum FK,Bodrum FK,BOD,Bodrum FK,Bodrum,006400,0000FF,https://a.espncdn.com/i/teamlogos/soccer/500/22321.png,10014,bodrum_fk
22328,Nantes,Nantes,NAN,Nantes,Nantes,ffff00,ffffff,,10031,nantes_women
22329,Strasbourg,Strasbourg,STR,Strasbourg,Strasbourg,0000bf,ffffff,,10071,rc_strasbourg_alsace
22331,Olympiacos U20,Olympiacos U20,OLY,Olympiacos U20,Olympiakos,000000,C60000,,0,olympiacos_u20
22344,Auckland FC,Auckland FC,AFC,Auckland FC,AFC,000000,0900FF,https://a.espncdn.com/i/teamlogos/soccer/500/22344.png,6652,auckland_fc
22351,Gwangju FC,Gwangju FC,GWA,Gwangju FC,Gwangju,000000,C60000,,0,gwangju_fc
22406,Galatasaray,Galatasaray,GAL,Galatasaray,Galatasaray,aa0031,ffffff,https://a.espncdn.com/i/teamlogos/soccer/500/22406.png,0,galatasaray_women
22407,Celtic,Celtic,CEL,Celtic,Celtic,009921,f9e900,https://a.espncdn.com/i/teamlogos/soccer/500/22407.png,0,celtic_women
22408,Hammarby IF,Hammarby IF,HAM,Hammarby IF,Hammarby IF,ffcc00,007a43,https://a.espncdn.com/i/teamlogos/soccer/500/22408.png,0,hammarby_women
22413,Tigres UANL,Tigres UANL,TIG,Tigres UANL,Tigres,ffd011,0000ff,,0,
22415,América,América,AME,América,América,ffff91,001C58,,0,
22419,Vancouver Whitecaps,Vancouver Whitecaps,VAN,Vancouver Whitecaps,Vancouver,ffffff,12284c,https://a.espncdn.com/guid/5e30088b-93d7-3d8f-bbbe-3e822f38cda8/logos/default.png,0,vancouver_whitecaps_fc_women
22420,Alajuelense,Alajuelense,ALA,Alajuelense,Alajuelense,000000,C60000,,0,
22421,Frazsiers Whip,Frazsiers Whip,FRW,Frazsiers Whip,Frazsiers Whip,000000,C60000,,0,
22422,Santa Fe,Santa Fe,SFE,Santa Fe,Santa Fe,000000,C60000,,0,
22433,Ejea,Ejea,EJEA,Ejea,Ejea,000000,C60000,,0,ejea
22434,CD Estepona,CD Estepona,EST,CD Estepona,Estepona,000000,C60000,,0,cd_estepona
22437,CD Minera,CD Minera,MIN,CD Minera,Minera,000000,C60000,,0,cd_minera
22439,Real Ávila,Real Ávila,AVI,Real Ávila,Real Ávila,000000,C60000,,0,real_avila
22440,Salamanca UDS,Salamanca UDS,SAL,Salamanca UDS,Salamanca UDS,000000,C60000,,0,salamanca_uds
